NUMERACION,FECHA,HORA,DIA,GESTION,MES,PROVINCIA,MUNICIPIO,BARRIO,AVENIDA_O_CALLE,LUGAR_ESPECIFICO_DEL_HECHO,COORDENADAS,TIPO_DE_HECHO,TIPO_DE_AUTOPARTES_O_ACCESORIOS_ROBADOS,TIPO_DEL_VEHICULO,MARCA_DEL_VEHICULO,SEXO_DE_LA_VICTIMA,EDAD_DE_LA_VICTIMA,NACIONALIDAD_DE_LA_VICTIMA,SEXO_DEL_AUTOR_O_SINDICADO,EDAD_DEL_AUTOR_O_SINDICADO,NACIONALIDAD_DEL_AUTOR_O_SINDICADO,SITUACION_JURICA_DEL_AUTOR_ARRESTADO_O_APREHENDIDO,AREA_URBANO_O_RURAL,OBSERVACIONES,LAT,LON,ERROR_GPS
1046,2025-01-01,110000,MIERCOLES,2025,ENE,NICOLAS SUAREZ,COBIJA,URBANIZACION LUJAN,CARRETERA COBIJA PORVENIR,INMEDIACIONES ALTURA CEMENTERIO,"-11.0768192931588, -68.7842410516512",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0768192931588,-68.7842410516512,
1047,2025-01-09,200000,JUEVES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,VIA PUBLICA,"-11.016847, -68.755652",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.016847,-68.755652,
1048,2025-01-09,070000,VIERNES,2025,ENE,NICOLAS SUAREZ,PORVENIR,VILLA ROJAS,CALLE INNOMINADO,DOMICILIO PARTICULAR,"-11.219101512804, -68.7278501100311",ROBO DE VEHICULO,SIN DATO,AUTOMOVIL,SIN DATO,MASCULINO,,BOLIVIANO,MASCULINO,,BOLIVIANO,LIBRE,RURAL,NINGUNO,-11.219101512804,-68.7278501100311,
1049,2025-01-10,210000,SABADO,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MIRAFLORES,AVENIDA 9 DE FEBRERO,INMEDIACINES ESTADIUM ROBERTO JORDAN CUELLAR,"-11.02468, -68.758684",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,31.0,BOLIVIANO,MASCULINO,30.0,BOLIVIANO,ARRESTADO,URBANO,NINGUNO,-11.02468,-68.758684,
1050,2023-09-17,190000,MARTES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MADRE NAZARIA,CALLE NAZARIA,INMEDIACIONES MERCADO NAZARIA,"-11.035323, -68.775303",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.035323,-68.775303,
1051,2025-01-15,150000,LUNES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO JUNIN,CALLE ISMAEL MONTES,PUENTE DE LA AMISTAD,"-11.0158012415544, -68.7522196488693",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0158012415544,-68.7522196488693,
1052,2025-01-16,110000,MARTES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MANANTIAL,AVENIDA TAHUAMANU,INMEDIACIONES ALTURA PALLOSA,"-11.0327393326559, -68.7633757757527",ROBO DE AUTOPARTES,SIN DATO,SIN DATO,SIN DATO,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0327393326559,-68.7633757757527,
1053,2025-01-18,070000,MIERCOLES,2025,ENE,NICOLAS SUAREZ,BELLA FLOR,COMUNIDAD DE SANTA LUCIA,CALLE INNOMINADO,VIA PUBLICA,"-11.0822821262714, -67.8921933765709",ROBO DE VEHICULO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,MASCULINO,,BOLIVIANO,LIBRE,RURAL,NINGUNO,-11.0822821262714,-67.8921933765709,
1054,2025-01-05,140000,JUEVES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO ANTOFAGASTA,AVENIDA ANTOFAGASTA,INMEDIACIONES BAR BUTECO,"-11.0458653114276, -68.7759271817237",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0458653114276,-68.7759271817237,
1055,2025-01-20,110000,VIERNES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,INMEDIACIONES POLLOS PICOS FINOS,"-11.0229806005851, -68.7674747093728",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,GAN MONTERO,FEMENINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0229806005851,-68.7674747093728,
1056,2025-01-20,120000,SABADO,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO LAS PALMAS,AVENIDA LAS PALMAS,INMEDIACINES UAP,"-11.031538377384, -68.7620421065412",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.031538377384,-68.7620421065412,
1057,2025-01-21,160000,MARTES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,INMEDICIONES DISTRIBUIDORA DE ABARROTES,"-11.038338957569, -68.7706638009823",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,PEGASUS,MASCULINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.038338957569,-68.7706638009823,
1058,2025-01-23,000000,LUNES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO VICTORIA,AVENIDA 1RO DE MAYO,INMEDIACIONES PLAZA PRINCIPAL,"-11.0357971869829, -68.7717758878013",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,TOYOTA,FEMENINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0357971869829,-68.7717758878013,
1059,2025-01-27,230000,MARTES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,CALLE JATATAL,INMEDIACIONES DISCOTECA MALALA,"-11.0140840209457, -68.7516619202207",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0140840209457,-68.7516619202207,
1060,2025-01-25,160000,MIERCOLES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA 6 DE AGOSTO,INMEDIACIONES PLAZA PRINCIPAL,"-11.0353424759187, -68.7721664335243",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0353424759187,-68.7721664335243,
1061,2025-01-20,150000,JUEVES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MANANTIAL,CALLE INNOMINADO,INMEDIACIONES PLAZA PRINCIPAL,"-11.0326824392834, -68.793126987491",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0326824392834,-68.793126987491,
1062,2025-02-02,130000,VIERNES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA MANURIPI,VIA PUBLICA,"-11.0342501537417, -68.7680663594949",RECEPTACION DE VEHICULO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0342501537417,-68.7680663594949,
1063,2025-02-04,030000,SABADO,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,AVENIDA INTERNACIONAL,VIA PUBLICA,"-11.0274519636739, -68.7594718705552",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0274519636739,-68.7594718705552,
1064,2025-02-07,080000,MARTES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,VIA PUBLICA,"-11.0237957228021, -68.7705077694842",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0237957228021,-68.7705077694842,
1065,2025-02-07,070000,LUNES,2025,FEB,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE RODOLFO SILES,INMEDIACIONES UNIDAD EDUCATIVA MARIANO BAUTISTA,"-11.021957424619, -68.7574924174853",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUMO,MASCULINO,47.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.021957424619,-68.7574924174853,
1066,2025-02-10,010000,MARTES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO JUNIN,CALLE NICOLAS SUAREZ,VIA PUBLICA,"-11.0148061870221, -68.7517736863912",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0148061870221,-68.7517736863912,
1067,2025-02-08,150000,MIERCOLES,2025,FEB,NICOLAS SUAREZ,COBIJA,ZONA INTERNACIONAL,CALLE CEDRILLOS,INMEDIACIONES LOCAL CEDRILLOS,"-11.0283236114967, -68.7521706240679",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0283236114967,-68.7521706240679,
1068,2025-02-12,220000,JUEVES,2025,FEB,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA TENIENTE CORONEL CORNEJO,PLAZA GERMAN BUSCH,"-11.0186579270358, -68.7533400167906",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,OPTIMUS,MASCULINO,57.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0186579270358,-68.7533400167906,
1069,2025-02-15,160000,VIERNES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,VIA PUBLICA,"-11.028751425776, -68.7708113208336",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.028751425776,-68.7708113208336,
1070,2025-02-16,000000,SABADO,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE INNOMINADO,VIA PUBLICA,"-11.0225097084496, -68.76588775982",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,SIN DATO,,SIN DATO,MASCULINO,30.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0225097084496,-68.76588775982,
1071,2025-02-17,150000,MARTES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,VIA PUBLICA,"-11.0272755933469, -68.7694145653847",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0272755933469,-68.7694145653847,
1072,2025-02-18,230000,LUNES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO 16 DE JULIO,AVENIDA 16 DE JULIO,VIA PUBLICA,"-11.0222588836604, -68.7605704021931",ROBO DE AUTOPARTES,LLANTAS,SIN DATO,SIN DATO,MASCULINO,29.0,BOLIVIANO,MASCULINO,24.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0222588836604,-68.7605704021931,
1073,2025-02-21,220000,MARTES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO SENADOR,AVENIDA PANDO,PUENTE DEL AEROPUERTO CAP ANIBAL ARAB,"-11.0410606704016, -68.7790481679954",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0410606704016,-68.7790481679954,
1074,2025-02-25,150000,MIERCOLES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,AVENIDA LOS LIRIOS,INMEDIACIONES UNIDAD EDUCATIVA ABAIS,"-11.0191788995672, -68.7728341911969",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0191788995672,-68.7728341911969,
1075,2025-02-05,160000,JUEVES,2025,FEB,NICOLAS SUAREZ,COBIJA,BARRIO 1RO DE MAYO,AVENIDA 1RO DE MAYO,VIA PUBLICA,"-11.0125767075308, -68.7722039200332",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZER,MASCULINO,27.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0125767075308,-68.7722039200332,
1076,2025-03-03,090000,VIERNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,AVENIDA 9 DE FEBRERO,VIA PUBLICA,"-11.0300689376003, -68.7634786893438",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0300689376003,-68.7634786893438,
1077,2025-03-04,100000,SABADO,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,VIA PUBLICA,"-11.0233023974133, -68.7735491706374",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,MASCULINO,41.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0233023974133,-68.7735491706374,
1078,2025-03-03,150000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE ROSEDAL,VIA PUBLICA,"-11.0236666186675, -68.7716574623607",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0236666186675,-68.7716574623607,
1079,2025-03-05,140000,LUNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE HOLANDA,VIA PUBLICA,"-11.0344520747232, -68.7678419200328",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0344520747232,-68.7678419200328,
1080,2025-03-06,210000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,VIA PUBLICA,"-11.0239583889976, -68.7763606299529",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0239583889976,-68.7763606299529,
1081,2025-03-09,040000,MIERCOLES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO EUREKA,CARRETERA COBIJA PORVENIR,VIA PUBLICA,"-11.0489550396451, -68.7756413605074",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,DANNY,SIN DATO,,SIN DATO,FEMENINO,31.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0489550396451,-68.7756413605074,
1082,2025-03-09,150000,JUEVES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO SAN CARLOS,CARRETERA COBIJA PORVENIR,VIA PUBLICA,"-11.0620793992715, -68.78354446236",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,OPTIMUS,MASCULINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0620793992715,-68.78354446236,
1083,2025-09-03,150000,VIERNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,AVENIDA TAHUAMANU,VIA PUBLICA,"-11.0294786824761, -68.763409089344",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0294786824761,-68.763409089344,
1084,2025-03-12,000000,SABADO,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO MOTOTAXI,CALLE INNOMINADO,VIA PUBLICA,"-11.0272662513942, -68.7846405470162",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0272662513942,-68.7846405470162,
1085,2025-03-16,110000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO EUREKA,CARRETERA COBIJA PORVENIR,VIA PUBLICA,"-11.0519850621833, -68.777875204688",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,55.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0519850621833,-68.777875204688,
1086,2025-03-16,090000,LUNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUNA 1,CARRETERA COBIJA PORVENIR,VIA PUBLICA,"-11.051654690298, -68.7774644069928",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.051654690298,-68.7774644069928,
1087,2025-02-09,170000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA PANDO,VIA PUBLICA,"-11.0296539679824, -68.7716538181801",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0296539679824,-68.7716538181801,
1088,2025-03-20,020000,MIERCOLES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,CALLE INNOMINADO,VIA PUBLICA,"-11.0282706820445, -68.7608779200329",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0282706820445,-68.7608779200329,
1089,2025-03-20,190000,JUEVES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO CONAVI,CALLE INNOMINADO,VIA PUBLICA,"-11.0282285592194, -68.7608564623606",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZER,MASCULINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0282285592194,-68.7608564623606,
1090,2025-03-22,230000,VIERNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE ROSEDAL,VIA PUBLICA,"-11.0231430875585, -68.7741592758523",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZER,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0231430875585,-68.7741592758523,
1091,2025-03-24,090000,SABADO,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PANTANAL,CALLE INNOMINADO,VIA PUBLICA,"-11.0305816647104, -68.7750591365153",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0305816647104,-68.7750591365153,
1092,2025-03-24,210000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,ZONA INTERNACIONAL,AVENIDA INTERNACIONAL,PUESTO TECNICO DE INTERNACIONAL,"-11.0267074312572, -68.7520604359184",MOTOCICLETA INDOCUMENTADA,SIN DATO,MOTOCICLETA,KYNGO,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,RURAL,NINGUNO,-11.0267074312572,-68.7520604359184,
1093,2025-03-26,110000,LUNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO 16 DE JULIO,AVENIDA 16 DE JULIO,VIA PUBLICA,"-11.0173245979598, -68.7572809930499",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,FEMENINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0173245979598,-68.7572809930499,
1094,2025-03-16,180000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,AVENIDA 16 DE JULIO,VIA PUBLICA,"-11.0238461867487, -68.7648307163271",ROBO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,FEMENINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0238461867487,-68.7648307163271,
1095,2025-03-26,120000,MIERCOLES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE AYACUCHO,VIA PUBLICA,"-11.015979743502, -68.7565704719719",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,YAMAHA,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.015979743502,-68.7565704719719,
1096,2025-03-27,190000,JUEVES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA LUCIO MONTERO,VIA PUBLICA,"-11.0330947869241, -68.7680410893437",ROBO DE AUTOPARTES,SIN DATO,SIN DATO,SIN DATO,FEMENINO,30.0,BOLIVIANO,MASCULINO,,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0330947869241,-68.7680410893437,
1097,2025-03-27,190000,VIERNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA LUCIO MONTERO,VIA PUBLICA,"-11.0330947869241, -68.7680410893437",ROBO DE AUTOPARTES,RADIO Y BATERIA,SIN DATO,SIN DATO,FEMENINO,30.0,BOLIVIANO,MASCULINO,,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0330947869241,-68.7680410893437,
1098,2025-03-27,210000,SABADO,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO CATARATAS,CALLE INNOMINADO,VIA PUBLICA,"-11.0148883654767, -68.7659125470165",ROBO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,MASCULINO,,BOLIVIANO,MASCULINO,,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0148883654767,-68.7659125470165,
1099,2025-03-28,080000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,CALLE MARURIPI,VIA PUBLICA,"-11.0166918923377, -68.7690691288248",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,FEMENINO,30.0,BOLIVIANO,SIN DATO,,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.0166918923377,-68.7690691288248,
1100,2025-03-29,100000,LUNES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO SAN PEDRO,AVENIDA PERLA DEL ACRE,VIA PUBLICA,"-11.0199776170861, -68.7819312758525",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,32.0,BOLIVIANO,SIN DATO,,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.0199776170861,-68.7819312758525,
1101,2025-03-29,120000,MARTES,2025,MAR,NICOLAS SUAREZ,COBIJA,BARRIO VICTORIA,CALLE INNOMINADO,VIA PUBLICA,"-11.0169195535616, -68.7692921911971",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,35.0,BOLIVIANO,SIN DATO,,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.0169195535616,-68.7692921911971,
1102,2025-03-31,090000,MIERCOLES,2025,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA TCNL EMILIO FERNANDEZ MOLINA,VIA PUBLICA,"-11.0208156612758, -68.7556031530568",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUMO,FEMENINO,46.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0208156612758,-68.7556031530568,
1103,2025-04-04,230000,JUEVES,2025,ABR,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE COCHABAMBA,VIA PUBLICA,"-11.0168377950374, -68.7550071310594",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,35.0,BRASILERO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0168377950374,-68.7550071310594,
1104,2025-04-05,080000,VIERNES,2025,ABR,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,AVENIDA 27 DE MAYO,VIA PUBLICA,"-11.0255641279637, -68.7653955571694",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0255641279637,-68.7653955571694,
1105,2025-04-06,130000,SABADO,2025,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PERLA DEL ACRE,AVENIDA PRINCIPAL,VIA PUBLICA,"-11.0391437841398, -68.7858883988632",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0391437841398,-68.7858883988632,
1106,2025-04-06,140000,MARTES,2025,ABR,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,AVENIDA 9 DE FEBRERO,PLAZA YO PARQUE URBANO,"-11.0301609773352, -68.7632950562326",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0301609773352,-68.7632950562326,
1107,2025-04-08,220000,LUNES,2025,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PRIMAVERA,AVENIDA PERLA DEL ACRE,VIA PUBLICA,"-11.0475509788741, -68.7861626316713",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,37.0,BOLIVIANO,MASCULINO,28.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0475509788741,-68.7861626316713,
