NUMERACION,FECHA,HORA,DIA,GESTION,MES,PROVINCIA,MUNICIPIO,BARRIO,AVENIDA_O_CALLE,LUGAR_ESPECIFICO_DEL_HECHO,COORDENADAS,TIPO_DE_HECHO,TIPO_DE_AUTOPARTES_O_ACCESORIOS_ROBADOS,TIPO_DEL_VEHICULO,MARCA_DEL_VEHICULO,SEXO_DE_LA_VICTIMA,EDAD_DE_LA_VICTIMA,NACIONALIDAD_DE_LA_VICTIMA,SEXO_DEL_AUTOR_O_SINDICADO,EDAD_DEL_AUTOR_O_SINDICADO,NACIONALIDAD_DEL_AUTOR_O_SINDICADO,SITUACION_JURICA_DEL_AUTOR_ARRESTADO_O_APREHENDIDO,AREA_URBANO_O_RURAL,OBSERVACIONES,LAT,LON,ERROR_GPS
571,2023-09-14,100000,JUEVES,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 16 DE JULIO,ALTURA AVENIDA PRINCIPAL,"-11.0175352198771, -68.7573990108756",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0175352198771,-68.7573990108756,
572,2023-09-16,190000,VIERNES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,AVENIDA 9 DE FEBRERO,ALTURA AVENIDA PRINCIPAL,"-11.0129434441785, -68.7521956053431",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0129434441785,-68.7521956053431,
573,2023-09-17,040000,SABADO,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,AVENIDA 27 DE MAYO,ALTURA AVENIDA PRINCIPAL,"-11.0234543440021, -68.7663605458911",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0234543440021,-68.7663605458911,
574,2023-09-20,140000,MARTES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA LOS TAJIVOS,ALTURA KARAOKE LAS FLORIDAS,"-11.0323691419195, -68.7716871341552",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0323691419195,-68.7716871341552,
575,2023-09-21,140000,LUNES,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA INGRESO A LA PODEROSA,"-11.0340908509684, -68.781630545732",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUMO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0340908509684,-68.781630545732,
576,2023-09-21,020000,MARTES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,AVENIDA MIGUEL BECERRA,ALTURA AVENIDA PRINCIPAL,"-11.0261398506916, -68.7576123899754",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0261398506916,-68.7576123899754,
577,2023-09-23,010000,MIERCOLES,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA CIRCUMBALACION,"-11.0302638499592, -68.7633493027961",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302638499592,-68.7633493027961,
578,2023-09-24,040000,JUEVES,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA TCNL CORNEJO,ALTURA AVENIDA PRINCIPAL,"-11.0186440201846, -68.7535042476475",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0186440201846,-68.7535042476475,
579,2023-09-23,070000,VIERNES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0092192757623, -68.7758249124598",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092192757623,-68.7758249124598,
580,2023-09-24,230000,SABADO,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO PERLA DEL ACRE,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0400415074188, -68.7858782360071",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0400415074188,-68.7858782360071,
581,2023-09-24,170000,MARTES,2023,SEPT,NICOLAS SUAREZ,COBIJA,COMUNIDAD AVAROA,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0233297038416, -68.7735833918274",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,52.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0233297038416,-68.7735833918274,
582,2023-09-21,030000,LUNES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO LAS PALMAS,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0327361867868, -68.7613484556168",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,41.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0327361867868,-68.7613484556168,
583,2023-09-23,150000,MARTES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0163021190339, -68.7565717561302",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0163021190339,-68.7565717561302,
584,2023-09-25,SIN DATO,MIERCOLES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0242813642996, -68.7768025172326",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0242813642996,-68.7768025172326,
585,2023-09-26,170000,JUEVES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0163021190339, -68.7565717561302",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0163021190339,-68.7565717561302,
586,2023-09-26,170000,VIERNES,2023,SEPT,NICOLAS SUAREZ,COBIJA,COMUNIDAD VILLA FATIMA,CALLE INNOMINADO,ALTURA CARRETERA,"-11.0935365592361, -68.8247568071699",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,57.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0935365592361,-68.8247568071699,
587,2023-09-28,230000,SABADO,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA OTTO FELIPE BRUNO,ALTURA AVENIDA PRINCIPAL,"-11.0175352198771, -68.7573990108756",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,LONCIN,MASCULINO,52.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0175352198771,-68.7573990108756,
588,2023-09-28,170000,MARTES,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA TAHUAMANO,ALTURA COLISEO LAS PETAS,"-11.0302638499592, -68.7633493027961",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302638499592,-68.7633493027961,
589,2023-09-30,020000,LUNES,2023,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0242813642996, -68.7768025172326",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,38.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0242813642996,-68.7768025172326,
590,2023-09-30,210000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA ANTOFAGASTA,ALTURA ENDE,"-11.0466610098629, -68.7773426576713",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0466610098629,-68.7773426576713,
591,2023-09-30,210000,MIERCOLES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA PARQUE PINATA,"-11.0302690197684, -68.7635323347203",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302690197684,-68.7635323347203,
592,2023-08-26,040000,JUEVES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA AVENIDA PRINCIPAL,"-11.0302690197684, -68.7635323347203",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302690197684,-68.7635323347203,
593,2023-10-01,150000,VIERNES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,CALLE LUIS ESPINAL,ALTURA AVENIDA PRINCIPAL,"-11.0238898222694, -68.7634028486623",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0238898222694,-68.7634028486623,
594,2023-10-02,130000,SABADO,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA AVENIDA PRINCIPAL,"-11.0302690197684, -68.7635323347203",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,54.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302690197684,-68.7635323347203,
595,2023-09-30,010000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0175667891462, -68.7556718770492",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0175667891462,-68.7556718770492,
596,2023-09-25,010000,LUNES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,AVENIDA FLOR DE PATUJU,ALTURA AVENIDA PRINCIPAL,"-11.023396979133, -68.7735530882182",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.023396979133,-68.7735530882182,
597,2023-10-01,010000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE EL SALVADOR,ALTURA AVENIDA PRINCIPAL,"-11.0092508699338, -68.775835641902",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092508699338,-68.775835641902,
598,2023-10-05,100000,MIERCOLES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE GRACIELA PEREZ,ALTURA AVENIDA PRINCIPAL,"-11.035011314969, -68.776238150063",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.035011314969,-68.776238150063,
599,2023-10-05,200000,JUEVES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO LAS PALMAS,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0210684343303, -68.7559644635563",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0210684343303,-68.7559644635563,
600,2023-09-06,210000,VIERNES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0517215591832, -68.7768334646079",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0517215591832,-68.7768334646079,
601,2023-10-07,030000,SABADO,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0517215591832, -68.7768334646079",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0517215591832,-68.7768334646079,
602,2023-10-08,210000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE FLOR DE PATUJU,ALTURA AVENIDA PRINCIPAL,"-11.023396979133, -68.7735530882182",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SERNA,MASCULINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.023396979133,-68.7735530882182,
603,2023-10-08,050000,LUNES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO VILLA CRUZ,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0236863159565, -68.763385525106",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0236863159565,-68.763385525106,
604,2023-10-12,210000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0092298071605, -68.7758570995734",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092298071605,-68.7758570995734,
605,2023-10-09,010000,MIERCOLES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA FISCALIA,"-11.0302690197684, -68.7635323347203",ROBO DE AUTOPARTES,RADIO Y BATERIA,SIN DATO,SIN DATO,MASCULINO,37.0,BOLIVIANO,MASCULINO,27.0,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.0302690197684,-68.7635323347203,
606,2023-10-11,220000,JUEVES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0092298071605, -68.7758570995734",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092298071605,-68.7758570995734,
607,2023-10-07,220000,VIERNES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO TAHUAMANU,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0278707290944, -68.7669675148226",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0278707290944,-68.7669675148226,
608,2023-10-12,180000,SABADO,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,CALLE 1RO DE MAYO,ALTURA AVENIDA PRINCIPAL,"-11.0260186275666, -68.7585324058848",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0260186275666,-68.7585324058848,
609,2023-10-15,000000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 6 DE AGOSTO,ALTURA FRENTE AL HOTEL AMAZONIA,"-11.0418379286857, -68.7755532077342",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0418379286857,-68.7755532077342,
610,2023-10-15,210000,LUNES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA COLISEO LA PETA,"-11.0269979276358, -68.7664402347204",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0269979276358,-68.7664402347204,
611,2023-10-17,150000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO PERLA DEL ACRE,AVENIDA PERLA DEL ACRE FINAL,ALTURA AVENIDA PRINCIPAL,"-11.0399919925558, -68.7857946272295",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,19.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0399919925558,-68.7857946272295,
612,2023-10-19,080000,MIERCOLES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO LAS PALMAS,CALLE INNOMINADO,ALTURA INTERIOR DE LA UAP,"-11.032535715976, -68.7623846578734",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,DANNY,MASCULINO,31.0,BOLIVIANO,MASCULINO,16.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.032535715976,-68.7623846578734,
613,2023-10-19,220000,JUEVES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE LOS LIRIOS,ALTURA AVENIDA PRINCIPAL,"-11.023396979133, -68.7735530882182",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.023396979133,-68.7735530882182,
614,2023-10-20,220000,VIERNES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO PERLA DEL ACRE,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0399919925558, -68.7857946272295",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0399919925558,-68.7857946272295,
615,2023-10-21,020000,SABADO,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CARRETERA COBIJA A PORVENIR,BARRIO ENCANTADO,"-11.0522118112223, -68.7779217039182",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,GAN MONTERO,MASCULINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0522118112223,-68.7779217039182,
616,2023-10-24,230000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE 6 DE JUNIO,ALTURA CHURRASQUERIA LOS TABO,"-11.0380431905375, -68.7745247373859",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0380431905375,-68.7745247373859,
617,2023-10-25,130000,LUNES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA PANDO,ALTURA FRENTE AL CENTRO DE SALUD SANTA CLARA,"-11.0314712197242, -68.773866163556",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,53.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0314712197242,-68.773866163556,
618,2023-10-24,040000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0314290973577, -68.7738447058846",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0314290973577,-68.7738447058846,
619,2023-10-27,170000,MIERCOLES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA HOSPITAL ROBERTO GALINDO TERAN,"-11.0328818807545, -68.7672202987571",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,51.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0328818807545,-68.7672202987571,
620,2023-10-27,160000,JUEVES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA COLEGIO DEFENSORES DE ACRE,"-11.0235145891406, -68.7762282617063",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0235145891406,-68.7762282617063,
621,2023-10-28,190000,VIERNES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0146416252308, -68.7577174927883",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0146416252308,-68.7577174927883,
622,2023-10-29,010000,SABADO,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.1349798830363, -69.3883496349302",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.1349798830363,-69.3883496349302,
623,2023-10-29,080000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0350429063593, -68.7762703365701",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0350429063593,-68.7762703365701,
624,2023-10-29,220000,LUNES,2023,OCT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0303356278718, -68.7722013347203",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,21.0,BOLIVIANO,MASCULINO,21.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0303356278718,-68.7722013347203,
625,2023-10-30,050000,MARTES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA MANURIPI,ALTURA HOSPITAL ROBERTO GALINDO TERAN,"-11.0328818807545, -68.7672202987571",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,64.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0328818807545,-68.7672202987571,
626,2023-10-30,060000,MIERCOLES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,CALLE LAURA PERROGON,ALTURA AVENIDA PRINCIPAL,"-11.0323375502528, -68.7716764058846",ROBO DE AUTOPARTES,REPUESTOS PIEZAS DE SOPORTE DELANTERO,SIN DATO,SIN DATO,FEMENINO,49.0,BOLIVIANO,MASCULINO,15.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0323375502528,-68.7716764058846,
627,2023-10-29,210000,JUEVES,2023,OCT,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0323375502528, -68.7716764058846",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0323375502528,-68.7716764058846,
628,2023-11-02,080000,VIERNES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE ELVIRA GUTIERREZ,ALTURA 9 DE FEBRERO,"-11.0286935440439, -68.7600626153438",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,38.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0286935440439,-68.7600626153438,
629,2023-11-04,030000,SABADO,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CARRETERA COBIJA PORVENIR,ALTURA LOCAL EL ENCARGADO,"-11.0525272912992, -68.7781662490546",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0525272912992,-68.7781662490546,
630,2023-11-04,190000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,AVENIDA 9 DE FEBRERO,ALTURA SEDES,"-11.0245471573281, -68.7714045725498",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,YAMAHA,MASCULINO,47.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0245471573281,-68.7714045725498,
